@relation demonstrations4ActionPrediction

@attribute word1 NUMERIC
@attribute word2 NUMERIC
@attribute word3 NUMERIC
@attribute word4 NUMERIC
@attribute word5 NUMERIC
@attribute word6 NUMERIC
@attribute word7 NUMERIC
@attribute word8 NUMERIC
@attribute word9 NUMERIC
@attribute word10 NUMERIC
@attribute word11 NUMERIC
@attribute word12 NUMERIC
@attribute word13 NUMERIC
@attribute word14 NUMERIC
@attribute word15 NUMERIC
@attribute word16 NUMERIC
@attribute word17 NUMERIC
@attribute word18 NUMERIC
@attribute word19 NUMERIC
@attribute word20 NUMERIC
@attribute word21 NUMERIC
@attribute word22 NUMERIC
@attribute word23 NUMERIC
@attribute word24 NUMERIC
@attribute word25 NUMERIC
@attribute word26 NUMERIC
@attribute word27 NUMERIC
@attribute word28 NUMERIC
@attribute word29 NUMERIC
@attribute word30 NUMERIC
@attribute word31 NUMERIC
@attribute word32 NUMERIC
@attribute word33 NUMERIC
@attribute word34 NUMERIC
@attribute word35 NUMERIC
@attribute word36 NUMERIC
@attribute word37 NUMERIC
@attribute word38 NUMERIC
@attribute word39 NUMERIC
@attribute word40 NUMERIC
@attribute word41 NUMERIC
@attribute word42 NUMERIC
@attribute word43 NUMERIC
@attribute word44 NUMERIC
@attribute word45 NUMERIC
@attribute word46 NUMERIC
@attribute word47 NUMERIC
@attribute word48 NUMERIC
@attribute word49 NUMERIC
@attribute word50 NUMERIC
@attribute word51 NUMERIC
@attribute word52 NUMERIC
@attribute word53 NUMERIC
@attribute word54 NUMERIC
@attribute word55 NUMERIC
@attribute word56 NUMERIC
@attribute word57 NUMERIC
@attribute word58 NUMERIC
@attribute word59 NUMERIC
@attribute word60 NUMERIC
@attribute word61 NUMERIC
@attribute word62 NUMERIC
@attribute word63 NUMERIC
@attribute word64 NUMERIC
@attribute word65 NUMERIC
@attribute word66 NUMERIC
@attribute word67 NUMERIC
@attribute word68 NUMERIC
@attribute word69 NUMERIC
@attribute word70 NUMERIC
@attribute word71 NUMERIC
@attribute word72 NUMERIC
@attribute word73 NUMERIC
@attribute word74 NUMERIC
@attribute word75 NUMERIC
@attribute word76 NUMERIC
@attribute word77 NUMERIC
@attribute word78 NUMERIC
@attribute word79 NUMERIC
@attribute word80 NUMERIC
@attribute word81 NUMERIC
@attribute word82 NUMERIC
@attribute word83 NUMERIC
@attribute word84 NUMERIC
@attribute word85 NUMERIC
@attribute word86 NUMERIC
@attribute word87 NUMERIC
@attribute word88 NUMERIC
@attribute word89 NUMERIC
@attribute word90 NUMERIC
@attribute word91 NUMERIC
@attribute word92 NUMERIC
@attribute word93 NUMERIC
@attribute word94 NUMERIC
@attribute word95 NUMERIC
@attribute word96 NUMERIC
@attribute word97 NUMERIC
@attribute word98 NUMERIC
@attribute word99 NUMERIC
@attribute word100 NUMERIC
@attribute action {22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 10, 32, 11, 33, 12, 34, 13, 14, 15, 16, 17, 18, 19, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 20, 21,35}

@data
0.22238185,-0.008263841,0.10661801,-0.31044567,0.15647152,-0.36608064,-0.48194167,0.4045762,-0.33816168,0.12729716,-0.14580332,0.47472835,-0.34636167,0.055533007,0.7434017,0.5352384,0.0027271633,-0.025416678,-0.0012388428,-0.35181984,-0.056685004,0.32329002,0.58042663,0.22347315,0.602459,-1.4613067,-0.46170387,0.16384165,0.5163415,-0.86359435,2.5150268,0.67437404,-0.611315,0.183385,-0.09773567,-0.26518098,0.25769,0.017446166,0.104577504,-0.5425766,-0.08915483,-0.13910599,-0.21784334,0.07541669,0.1176,0.04196318,0.17024483,-0.025977844,-0.165673,0.458969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
-0.38497,0.80092,0.064106,-0.28355,-0.026759,-0.34532,-0.64253,-0.11729,-0.33257,0.55243,-0.087813,0.9035,0.47102,0.56657,0.6985,-0.35229,-0.86542,0.90573,0.03576,-0.071705,-0.12327,0.54923,0.47005,0.35572,1.2611,-0.67581,-0.94983,0.68666,0.3871,-1.3492,0.63512,0.46416,-0.48814,0.83827,-0.9246,-0.33722,0.53741,-1.0616,-0.081403,-0.67111,0.30923,-0.3923,-0.55002,-0.68827,0.58049,-0.11626,0.013139,-0.57654,0.048833,0.67204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
0.41820565,0.21574539,0.017096663,-0.108696826,0.36575457,0.07721833,-0.44910502,-0.5116456,0.16311666,-0.012815255,-0.025682991,0.0642415,-0.016765,-0.28948733,0.34610662,0.3571904,0.23687963,0.07809458,-0.3015892,-0.6714979,0.075650014,0.010592085,0.23860265,0.1034525,-0.0037077467,-1.4073534,-0.4921628,0.13739362,0.48653367,-0.2626606,3.5532665,0.178827,0.0037141691,-0.30592418,0.31709826,0.025955116,-0.10177165,0.1498986,0.08556059,-0.04820018,-0.10790158,0.22387709,0.34496602,0.28881893,0.20972234,0.12006533,-0.018450482,0.04759392,-0.007450337,0.14476226,0.35741332,0.10597733,-0.24945034,-0.090615004,0.25491932,-0.15600358,-0.5423674,-0.07636316,-0.0073564514,-0.23614128,-0.104962654,-0.24554567,-0.07107393,-0.35885146,0.3291542,0.30351865,0.16411178,0.41771722,-0.45302364,-0.13644116,0.2728509,0.25817543,0.10447258,0.27993867,0.13982035,-1.6881366,-0.4283031,0.1537509,0.25528017,-0.10838968,3.3339336,0.1125075,-0.1883824,-0.090774156,0.22723095,0.0018364439,-0.06431675,0.17685033,0.027778173,-0.06207026,-0.20774294,0.14895457,0.17575419,0.015486171,-0.015546157,0.31116515,-0.32944056,-0.10838143,0.03135183,-0.099500835,12
0.22350523,-0.09175888,-0.15789033,-0.02301334,0.1317958,-0.13127488,-0.60639334,-0.15220493,0.18282586,-0.10089212,-0.104581,0.0030566528,0.020558324,-0.21893445,0.44198558,0.37952158,0.23521706,0.18094333,-0.27198,-0.38659,0.18769988,0.16527312,0.14953388,0.14462045,0.14567555,-1.8399378,-0.5185211,-0.01336,0.22916777,-0.260814,3.3814223,0.18564224,-0.26378155,-0.03055001,0.21239577,-0.0056917733,-0.08936122,0.14603311,0.016433457,-0.12660268,-0.34685,0.29884064,0.27810213,0.123626895,0.21264511,0.33492905,-0.33117056,-0.021783264,-0.01691355,-0.07639,0.28018668,-0.36089334,-0.036864668,-0.43832335,0.35630035,-0.22099666,-0.08605667,0.6237684,-0.6848367,0.29658952,0.09034967,0.45782337,-0.60994,-0.36716,1.0435266,0.5996867,0.39253998,0.11033567,0.26174298,-0.59739333,-0.6658833,0.39810863,0.50726336,0.16954,0.87878007,-1.4305834,-0.9981367,0.27243,0.9067667,-0.95635,2.4004893,0.8313934,-0.6142667,0.26323667,-0.04517133,-0.241646,0.5236933,0.35331333,0.41374335,-0.11208999,-0.19494812,-0.140626,-0.14499334,0.62049,-0.20465799,-0.10111333,-0.14783667,0.33592,-0.07796001,0.64455,4
0.31433833,-0.2046159,0.017916704,-0.28700107,0.3778646,-0.16335002,-0.48600808,0.05182151,-0.02982521,0.088548966,-0.054246593,0.24778779,-0.30403304,-0.43453598,0.793319,0.5035668,0.29391104,0.041133896,0.033648707,-0.59771,-0.06844499,0.2661691,0.326482,0.123354994,0.44292602,-1.505902,-0.6012207,0.24349001,0.6699362,-0.476309,2.9702969,0.4582224,-0.084025,-0.044189997,0.024643708,-0.1369,0.054179,0.18980101,0.3642251,-0.10362308,-0.22816923,0.17559421,0.080372296,0.29321048,0.11325331,0.1320043,-0.2509084,0.1380095,-0.021802995,0.38442853,0.35741332,0.10597733,-0.24945034,-0.090615004,0.25491932,-0.15600358,-0.5423674,-0.07636316,-0.0073564514,-0.23614128,-0.104962654,-0.24554567,-0.07107393,-0.35885146,0.3291542,0.30351865,0.16411178,0.41771722,-0.45302364,-0.13644116,0.2728509,0.25817543,0.10447258,0.27993867,0.13982035,-1.6881366,-0.4283031,0.1537509,0.25528017,-0.10838968,3.3339336,0.1125075,-0.1883824,-0.090774156,0.22723095,0.0018364439,-0.06431675,0.17685033,0.027778173,-0.06207026,-0.20774294,0.14895457,0.17575419,0.015486171,-0.015546157,0.31116515,-0.32944056,-0.10838143,0.03135183,-0.099500835,19
0.28162715,-0.18777001,-0.33555156,0.03789556,0.05056315,-0.14691614,-0.51038855,-0.18768556,0.3558261,-0.23977472,0.008621578,-0.14053543,0.13050471,-0.22067316,0.21928433,0.39134344,0.13236463,0.42029858,-0.34719,-0.1431757,0.37523985,0.079344995,0.05519357,0.18732485,0.10130627,-1.4694002,-0.34478572,0.14552586,0.1676403,-0.060589425,3.0483372,0.07717143,-0.06901057,0.15413284,0.281946,0.016621428,-0.08087443,0.17696571,-0.09695841,-0.009839007,-0.3555971,0.16781613,0.29604435,-0.048539698,0.045447137,0.38953987,-0.31717712,0.032162957,0.014079571,-0.15321286,0.35741332,0.10597733,-0.24945034,-0.090615004,0.25491932,-0.15600358,-0.5423674,-0.07636316,-0.0073564514,-0.23614128,-0.104962654,-0.24554567,-0.07107393,-0.35885146,0.3291542,0.30351865,0.16411178,0.41771722,-0.45302364,-0.13644116,0.2728509,0.25817543,0.10447258,0.27993867,0.13982035,-1.6881366,-0.4283031,0.1537509,0.25528017,-0.10838968,3.3339336,0.1125075,-0.1883824,-0.090774156,0.22723095,0.0018364439,-0.06431675,0.17685033,0.027778173,-0.06207026,-0.20774294,0.14895457,0.17575419,0.015486171,-0.015546157,0.31116515,-0.32944056,-0.10838143,0.03135183,-0.099500835,32
0.07848834,0.34651434,0.34821,-0.48514,0.56966335,-0.62722,-0.1543626,0.27773,-0.5113,0.19850333,-0.146271,0.7999366,-0.57070667,-0.021522665,0.92628,0.68605995,0.43761668,-0.23944001,0.12339433,-0.8290067,-0.3193099,0.44844332,0.55053335,0.44544664,0.7842,-1.9323334,-0.8982566,0.18494767,0.9177367,-1.0014033,3.0651,0.74626666,-0.76768,-0.010596673,-0.36331666,-0.32708666,0.30308,-0.266339,0.42414665,-0.34341666,-0.013046667,0.16442667,0.029613668,0.30165336,0.175171,0.1286,0.14467667,-0.39759335,0.028763339,0.56172335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
0.37119898,0.6872901,-0.1482409,0.33522898,0.48145324,-0.033782993,-0.33589858,-0.3724112,0.038960807,0.032455105,0.0679341,-0.07616499,0.024243595,-0.09697439,0.028784394,-0.052969407,0.1029188,0.2806274,-0.398632,-0.12706418,-0.21250121,-0.10055928,-0.009103405,0.39640105,-0.11704439,-1.142298,-0.48545295,0.26673698,0.1990532,-0.15289241,2.9773197,-0.40017995,-0.1900312,-0.2477715,0.26109943,-0.24122807,0.23889188,0.3038572,0.1706552,0.043392014,0.2025357,0.067115985,0.07547357,-0.0855363,-0.41566664,0.19778901,-0.1638004,-0.34429878,0.3301889,0.53064203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
0.11367,-0.077073894,0.18920505,-0.225225,0.90198505,-0.0176415,-0.23291999,0.28928,-0.32555997,0.34908,-0.23274499,0.501055,-0.44774,-0.23460001,1.2367,0.81192,0.60144997,0.08335649,0.180365,-0.86001,-0.261315,0.48606497,0.37358,0.227183,0.93689996,-1.9359,-0.90172,0.343945,1.42325,-1.0235851,2.60055,0.43585002,-0.435115,-0.47316998,-0.29792,-0.182075,0.088952154,0.241315,0.135158,-0.24723999,-0.17140001,0.044889,0.15079,0.65404,-0.070335,-0.0789955,-0.15388,0.138525,-0.005789999,0.65186,0.34957,0.40147,-0.012561,0.13743,0.4008,0.46682,-0.09743,-0.0024548,-0.33564,-0.004639,-0.059101,0.27532,-0.3974,-0.29267,0.97442,0.4188,0.18395,-0.20602,-0.061437,-0.61576,-0.53471,0.41536,0.34851,-0.31878,0.27404,-1.832,-0.82363,0.48816,1.1372,-0.38025,3.8114,0.2551,-0.70637,-0.2582,0.040929,-0.097378,0.79571,-0.49484,0.1087,0.14838,-0.1839,0.13312,0.21469,0.53932,-0.19338,-0.42216,-0.61411,0.70374,0.57591,0.43506,33
0.22238185,-0.008263841,0.10661801,-0.31044567,0.15647152,-0.36608064,-0.48194167,0.4045762,-0.33816168,0.12729716,-0.14580332,0.47472835,-0.34636167,0.055533007,0.7434017,0.5352384,0.0027271633,-0.025416678,-0.0012388428,-0.35181984,-0.056685004,0.32329002,0.58042663,0.22347315,0.602459,-1.4613067,-0.46170387,0.16384165,0.5163415,-0.86359435,2.5150268,0.67437404,-0.611315,0.183385,-0.09773567,-0.26518098,0.25769,0.017446166,0.104577504,-0.5425766,-0.08915483,-0.13910599,-0.21784334,0.07541669,0.1176,0.04196318,0.17024483,-0.025977844,-0.165673,0.458969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
